en,ru,sah,dataset,en_char_len,en_word_len,ru_char_len,ru_word_len,sah_char_len,sah_word_len,en_ru_char_ratio,en_ru_word_ratio,en_sah_char_ratio,en_sah_word_ratio,ru_sah_char_ratio,ru_sah_word_ratio
"She managed to convince the United States to introduce the Kurdish working party to the list of terrorist organizations, and later achieved the same decision from the EU.",Во время её правления было подписано таможенное соглашение между Турцией и ЕС.,"Кини АХШ салалтатыгар, кэлин Дьобуруопа Сойууһугар, Курдар оробуочай баартыйалара террористыы саҥнааҕын итэҕэппитэ уонна террористыы тэрилтэлэр испииһэктэригэр киллэртэрбитэ.",wikimedia,170,28,78,13,174,17,0.4588235294117647,0.4642857142857143,1.0235294117647058,0.6071428571428571,2.230769230769231,1.3076923076923077
Corruption accusations,"Одним из её главных достижений является преобразование турецкой армии из организации, пользовавшейся устаревшим вооружением времён Второй мировой войны, в современные вооружённые силы, способные с успехом вести мобильную войну против Курдской рабочей партии.",Хоруупсуйаҕа буруйдааһын,wikimedia,22,2,258,36,24,2,11.727272727272727,18.0,1.0909090909090908,1.0,0.09302325581395349,0.05555555555555555
"After a defeat in the elections in November 2002, she left politics.","Ей удалось убедить США внести Курдскую рабочую партию в список террористическим организаций, позднее добилась такого же решения от ЕС.",Чиллер 2002 сыллаахха быыбарга хотторон баран бэлиитикэттэн букатыннаахтык барбыта.,wikimedia,68,12,134,21,83,9,1.9705882352941178,1.75,1.2205882352941178,0.75,0.6194029850746269,0.42857142857142855
Family,Обвинения в коррупции,Дьиэ кэргэнэ,wikimedia,6,1,21,3,12,2,3.5,3.0,2.0,2.0,0.5714285714285714,0.6666666666666666
Husband - Ezer Uchuran Chiller.,После поражения на выборах в ноябре 2002 года ушла из политики.,Эрэр — Эзер Учуран Чиллер (Özer Uçuran Çiller).,wikimedia,31,5,63,12,47,8,2.032258064516129,2.4,1.5161290322580645,1.6,0.746031746031746,0.6666666666666666
Two children.,Семья,Икки оҕолоох.,wikimedia,13,2,5,1,13,2,0.38461538461538464,0.5,1.0,1.0,2.6,2.0
Notes,Муж — Эзер Учуран Чиллер (Özer Uçuran Çiller).,Бэлиэтээһиннэр,wikimedia,5,1,46,11,14,1,9.2,11.0,2.8,1.0,0.30434782608695654,0.09090909090909091
Photos,Двое детей.,Хаартыскалар,wikimedia,6,1,11,3,12,1,1.8333333333333333,3.0,2.0,1.0,1.0909090909090908,0.3333333333333333
Links,Примечания,Сыылкалар,wikimedia,5,1,10,1,9,1,2.0,1.0,1.8,1.0,0.9,1.0
The inscription of the Xerxes of the Great on the wall of the fortress,Фотографии,Кириэпэс эркинигэр Улуу Ксеркс суруйбут суруга,wikimedia,70,14,10,1,46,6,0.14285714285714285,0.07142857142857142,0.6571428571428571,0.42857142857142855,4.6,6.0
Van Fortress (Arm.,Ссылки,Ван кириэппэс (эрм.,wikimedia,18,3,6,1,19,3,0.3333333333333333,0.3333333333333333,1.0555555555555556,1.0,3.1666666666666665,3.0
"Kela Wanê), also known as Van Citadel - a massive stone fortification, built in the ancient kingdom of Urartu in the 9-7 centuries BC.e.",Надпись Ксеркса Великого на стене крепости,"Kela Wanê), ону сэргэ Ван Цитадель диэн аатынан биллэр — б.э.и. 9-7 үйэлэргэ баар буола сылдьыбыт Урарту диэн былыргы саарыстыба саҕана тутуллубут көмүскэнэргэ аналлаах таас тутуу.",wikimedia,136,24,42,6,180,26,0.3088235294117647,0.25,1.3235294117647058,1.0833333333333333,4.285714285714286,4.333333333333333
"The fortress has a length of about 1800 m, height - 120 m, width - 80 m. [1]",Крепость Ван (арм.,"Кириэппэс 1800 миэтэрэ усталаах, 120 миэтэрэ үрдүктээх, 80 миэтэрэ туоралаах[1]",wikimedia,76,18,18,5,79,10,0.23684210526315788,0.2777777777777778,1.0394736842105263,0.5555555555555556,4.388888888888889,2.0
"From the windows of the fortress, there is a view of the ruins of Tushpa - the ancient Urartian capital of the 9th century.","Kela Wanê), также известна как Ван Цитадель — массивное каменное фортификационное сооружение, построенное в Древнем царстве Урарту в 9—7 веках до н. э.",Кириэппэс түннүгүттэн б.э.и. 9 үйэҕэ былыргы Урарту киин куората буола сылдьыбыт Тушпа куорат сэмнэҕин көрүөххэ сөп. 9 века.,wikimedia,123,24,151,28,124,18,1.2276422764227641,1.1666666666666667,1.008130081300813,0.75,0.8211920529801324,0.6428571428571429
A number of such fortifications were built during the Kingdom of Urartu.,"Крепость имеет длину около 1800 м, высоту — 120 м, ширину — 80 м.[1]",Маныаха ханыылыы бөҕөргөтүнүүлэр Урарту былааһын саҕана тутуллубуттара.,wikimedia,72,12,68,20,71,7,0.9444444444444444,1.6666666666666667,0.9861111111111112,0.5833333333333334,1.0441176470588236,0.35
"They are usually located on the slopes of the mountains in modern Armenia, Turkey and Iran.",Из окон крепости открывается вид на развалины Тушпы — древней Урартской столицы 9 века.,"Оннук тутуулар, быраабыла быһыытынан, билиҥҥи Армения, Турция уонна Иран хайаларын сирэйдэригэр бааллар.",wikimedia,91,16,87,15,104,12,0.9560439560439561,0.9375,1.1428571428571428,0.75,1.1954022988505748,0.8
"At different times, Achaemenids, Armenians, Parthians, Romans, Sassanids, Persians, Byzantines, Arabs, Seljuki, Turks and Russians owned the fortress.",Ряд подобных укреплений был построен во времена царства Урарту.,"Кириэппэһи араас кэмнэргэ ахеменидтар, эрмээннэр, парфяннар, римляннар, сасанидтар, перстар, византиецтар, арабтар, селльджуктар, туурактар уонна нууччалар баһылыы сылдьыбыттар.",wikimedia,150,18,63,10,177,17,0.42,0.5555555555555556,1.18,0.9444444444444444,2.8095238095238093,1.7
The ancient fortress of Van is located west of the city of Van and east of Lake Van in the province of Van of Turkey.,"Они, как правило, расположены на склонах гор в современной Армении, Турции и Иране.","Былыргы Ван кириэппэс Турция Ван провинциятын Ван куоратыттан арҕаа бардахха, Ван күөл илин өттүгэр турар.",wikimedia,117,25,83,17,106,15,0.7094017094017094,0.68,0.905982905982906,0.6,1.2771084337349397,0.8823529411764706
"The lower parts of the walls of the Van fortress were built from basalt, the rest was built from cheesecake bricks.","Крепостью в разное время владели ахемениды, армяне, парфяне, римляне, сасаниды, персы, византийцы, арабы, сельджуки, турки и русские.",Ван кириэппэс эркинин алын өттө базальтан оҥоһуллубут. Атына -- сырцовой кирпииччэттэн.,wikimedia,115,21,133,27,87,11,1.1565217391304348,1.2857142857142858,0.7565217391304347,0.5238095238095238,0.6541353383458647,0.4074074074074074
"Such fortresses were used to protect against local rulers, and not as protection against foreign armies.",Древняя крепость Ван находится к западу от города Ван и к востоку от озера Ван в провинции Ван Турции.,"Маннык кириэппэстэри атын омук аармыйаларыттан буолбатах, олохтоох бырабыыталлартан көмүскэнэргэ анаан туталлара.",wikimedia,104,16,102,20,113,11,0.9807692307692307,1.25,1.0865384615384615,0.6875,1.107843137254902,0.55
"Next to the fortress on a flat student of the cliff, a three -language inscription of the Persian king of Xerxes the Great, dated 5th century BC, was engraved.e.The inscription is almost in perfect condition and is divided into three columns in 27 lines.","Нижние части стен крепости Ван были построены из базальта, остальное строили из сырцовых кирпичей.",Кириэппэс таһыгар баар сымара таас сирэйигэр үс тылынан оҥо хаһан суруллубут Персия ыраахтааҕыта Улуу Ксеркс суруга баар. Сурук б.э.и. 5 үйэҕэ ойууламмыт.,wikimedia,254,44,98,16,154,22,0.3858267716535433,0.36363636363636365,0.6062992125984252,0.5,1.5714285714285714,1.375
"The text is written from left to right in the ancient Persian, Babylonian and EEAM languages.","Такие крепости были использованы для защиты от местных правителей, а не как защита против иностранных армий.","Сурук билигин даҕаны олус үчүгэй туруктаах. Кини 27-лии устуруокалаах үс колонкаттан турар. Сурук тиэкиһэ хаҥастан уҥа үс тылынан -- былыргы перстии, вавилоннуу уонна Ээам тылынан суруллубут.",wikimedia,93,16,108,18,191,26,1.1612903225806452,1.125,2.053763440860215,1.625,1.7685185185185186,1.4444444444444444
This is the only well -known Achaemenid inscription located outside Iran.,"Развалины этой крепости находятся на улице современного города Ван, где они поддерживают стены, построенные в средневековую эпоху.[2]",Бу Иран судаарыстыбатын таһыттан көстүбүт Ахеменидтар соҕотох суруктара. Атын ханна даҕаны суох.,wikimedia,73,11,133,23,96,12,1.821917808219178,2.090909090909091,1.3150684931506849,1.0909090909090908,0.7218045112781954,0.5217391304347826
The inscription was first published by the French scientist Esthenian Eugene Burnuf in 1836 [3].,"Рядом с крепостью на ровном участе скалы выгравирована трехъязычную надпись персидского цары Ксеркса Великого, датированная 5 веком до н. э. Надпись находится почти в идеальном состоянии и разделяется на три колонки в 27 строк.",Бу суругу 1836 сыллаахха бэчээккэ аан бастаан илиҥҥи тыллары чинчийэр бороснуус учуонайа Эжен Бурнуф таһаарбыта[3].,wikimedia,96,15,227,38,115,15,2.3645833333333335,2.533333333333333,1.1979166666666667,1.0,0.5066079295154186,0.39473684210526316
The three -language text of the inscription helped to decipher the texts of ancient Persian cunelar records. [4],"Текст написан слева направо на древнеперсидском, вавилонском и Ээамском языках.",Бу үс тыллаах тиэкис көмөтүнэн кэлин былыргы перс клинопистарын аахпыттара.[4],wikimedia,112,18,79,12,78,10,0.7053571428571429,0.6666666666666666,0.6964285714285714,0.5555555555555556,0.9873417721518988,0.8333333333333334
Notes,"Это единственная известная Ахеменидская надпись, находящаяся за пределами Ирана.",Бэлиэтээһиннэр,wikimedia,5,1,80,11,14,1,16.0,11.0,2.8,1.0,0.175,0.09090909090909091
Links,Надпись впервые была опубликована французским учёным-востоковедом Эжен Бурнуфом в 1836 году[3].,Сыылкалар,wikimedia,5,1,95,15,9,1,19.0,15.0,1.8,1.0,0.09473684210526316,0.06666666666666667
Fortress Van,Трехъязычный текст надписи помог расшифровать тексты древних персидских клинописей.[4],Ван Кириэппэс,wikimedia,12,2,86,13,13,2,7.166666666666667,6.5,1.0833333333333333,1.0,0.1511627906976744,0.15384615384615385
Flight of the lagar rockets on an engraving of the XVII century,Примечания,XVII үйэтээҕи гравюраҕа Лагари аракыата көтүүтэ көстөр,wikimedia,63,12,10,1,54,7,0.15873015873015872,0.08333333333333333,0.8571428571428571,0.5833333333333334,5.4,7.0
"Lagâri Hasan çelebi) - the legendary Ottoman Aviator of the XVII century, who, according to the only written testimony of the traveler Evliya Chelebi, carried out the first successful manned flight of the rocket.",Ссылки,"Lagâri Hasan Çelebi‎) — XVII үйэҕэ олорон ааспыт осман биллиилээх, номох буолбут авиатора. Айанньыт Эвлия Челеби суруга туоһулуурунан (суох соҕотох туоһу), Лагари Хасан Челеби аракыатанан көппүт бастакы киһи.",wikimedia,212,34,6,1,208,28,0.02830188679245283,0.029411764705882353,0.9811320754716981,0.8235294117647058,34.666666666666664,28.0
"It is alleged that he took off with a home -made powder rocket of 300 meters and landed safely into the sea, for which he was awarded the Sultan.",Крепость Ван,"Этиллэринэн, Лагари бэйэтэ оҥорбут аракыататынан буорах көмөтүнэн сиртэн 300 миэтэрэ үрдүктээх сиргэ көтөн тахсан баран, байҕалҕа кэлэн түспүт. Ол иһин султаантан наҕараадаламмыт.",wikimedia,145,29,12,2,179,22,0.08275862068965517,0.06896551724137931,1.2344827586206897,0.7586206896551724,14.916666666666666,11.0
Biography,Полёт ракеты Лагари на гравюре XVII века,Биографията,wikimedia,9,1,40,7,11,1,4.444444444444445,7.0,1.2222222222222223,1.0,0.275,0.14285714285714285
"Evliya Celebi reports that in 1633 Lagari Hassan Cheleby prepared a cone -shaped missile with a seven elbow length (1 Egyptian elbow = 52.4 cm), using 7 containers with 64.145 kg (50 OKKA) of gunpowder.","Lagâri Hasan Çelebi‎) — легендарный османский авиатор XVII века, который, согласно единственному письменному свидетельству путешественника Эвлии Челеби, осуществил первый успешный пилотируемый полёт ракеты.","Эвлия Челеби суруйарынан, Лагари Хасан Челеби 1633 сыллаахха уопсайа 64, 145 кг (50 окка) ыйааһыннаах 7 иһит буорахтаах, сэттэ тоҥолох (1 египеттии тоҥолох = 52.4 см) усталаах, конустуу быһыылаах аракыатаны оҥорбут.",wikimedia,202,35,206,28,215,31,1.0198019801980198,0.8,1.0643564356435644,0.8857142857142857,1.0436893203883495,1.1071428571428572
It was installed in a gun on Cape Sarayburn at the foot of the Sultan Palace of Topkapa.,"Как утверждается, он взлетел вместе с самодельной пороховой ракетой на 300 метров и благополучно приземлился в море, за что был награждён султаном.","Онтун Топкан диэн султаан дыбарыаһын тэллэҕэр, Сарайбурну тумуска, тэргэҥҥэ иилбит.",wikimedia,88,18,147,25,83,10,1.6704545454545454,1.3888888888888888,0.9431818181818182,0.5555555555555556,0.564625850340136,0.4
It is claimed that the launch of the rocket was dedicated to the birthday of the daughter of Sultan Murad IV.,Биография,"Сурукка ыйылларынан, аракыатаны Мурат IV султаан кыыһын төрөөбүт күнүгэр анаан көтүппүттэр.",wikimedia,109,21,9,1,91,11,0.08256880733944955,0.047619047619047616,0.8348623853211009,0.5238095238095238,10.11111111111111,11.0
"According to the testimony, the rocket flew 300 meters along with Lagari and was in the air for 20 seconds.","Эвлия Челеби сообщает, что в 1633 году Лагари Хасан Челеби подготовил конусовидную ракету длиной в семь локтей (1 египетский локоть = 52.4 см), используя 7 ёмкостей с 64,145 кг (50 окка) пороха.","Эмиэ ол сурукка ыйылларынан, Лагари аракыатаҕа олорсон баран сиртэн 300 миэтэрэ үрдүккэ көтөн тахсыбыт уонна 20 сөкүүндэ буолаат, аллара куугунаабыт.",wikimedia,107,20,194,39,149,20,1.8130841121495327,1.95,1.3925233644859814,1.0,0.7680412371134021,0.5128205128205128
"Lagari landed on water thanks to homemade wings, which played the role of a parachute, and sailed to the shore.",Она была установлена в пушке на мысе Сарайбурну у подножия султанского Дворца Топкапы.,Лагари онтон эмиэ бэйэтэ оҥорбут кынат-парашютунан байҕалга кэлэн түспүт уонна кытылга диэри харбаан тахсыбыт.,wikimedia,111,20,86,14,110,14,0.7747747747747747,0.7,0.990990990990991,0.7,1.2790697674418605,1.0
The Sultan awarded it with gold and enlisted it in a squad of SIPS in the Ottoman army [1] [2].,"Как утверждается, запуск ракеты был приурочен к дню рождения дочери султана Мурада IV.",Ити иһин султаан кинини көмүһүнэн наҕараадалаабыт уонна Осман импиэрийэтин сипах этэрээтигэр киллэрбит.,wikimedia,95,20,86,15,103,12,0.9052631578947369,0.75,1.0842105263157895,0.6,1.197674418604651,0.8
He was later exiled to the lands of the Northern Black Sea region (present -day Ukraine).,"Согласно свидетельству, ракета вместе с Лагари пролетела 300 метров и находилась в воздухе в течение 20 секунд.",Кэлин кинини Хотугу Причернаморье (билиҥҥи Украина) сиригэр ыыппыттар.[1],wikimedia,89,16,111,19,73,8,1.247191011235955,1.1875,0.8202247191011236,0.5,0.6576576576576577,0.42105263157894735
"Lagari also had a brother Hesarfen Ahmet Cheleby, a scientist-designer who flew over the Bosphorus on home-made wings.","Лагари приземлился на воду благодаря самодельным крыльям, сыгравшим роль парашюта, и доплыл до берега.",Лагари Хезарфен Ахмет Челеби диэн конструктар-учуонай буолбут бииргэ төрөөбүт бырааттаах этэ. Кини эмиэ бэйэтэ айбыт тэрилинэн (самодельные крылья) Босфор силбэһиитин көтөн туораабыта.,wikimedia,118,18,102,17,184,22,0.864406779661017,0.9444444444444444,1.5593220338983051,1.2222222222222223,1.803921568627451,1.2941176470588236
In culture,Султан наградил его золотом и зачислил в отряд сипах в османской армии[1][2].,Култуураҕа,wikimedia,10,2,77,19,10,1,7.7,9.5,1.0,0.5,0.12987012987012986,0.05263157894736842
"The Turkish feature of the 1996 “Istanbul under my wings” (in English) tells about the life of Lagari Hassan Cheleby and his brother and comrade Khezarfen, and also shows the life of the Ottoman society at the beginning of the 17th century according to the records of Evli Cheleby.",Позже он был сослан в земли Северного Причерноморья (нынешняя Украина).,"1996 сыллаахха туурактар Лагари Хасан Челеби, кини быраата итиэннэ доҕоро Хезерфан уонна оччотооҕу осман уопсастыбатын туһунан сырдтара ""Стамбул под моими крыльями"" киинэни устубуттара.",wikimedia,281,49,71,13,185,23,0.2526690391459075,0.2653061224489796,0.6583629893238434,0.46938775510204084,2.6056338028169015,1.7692307692307692
"The story of the flight of Lagari was verified with the help of an experiment in the television program “Destroyers of Legends” on November 11, 2009 in the release of “Crash and Burn”.However, the show participants did not accurately adhered to the records of Evliya Cheleby, and in the final design of the rocket did not use the materials of the Lagari era.","У Лагари также был брат Хезарфен Ахмет Челеби, учёный-конструктор, на самодельных крыльях перелетевший через Босфор.","2009 сыллаахха сэтинньи 11 күнүгэр ""Разрушители легенд"" диэн тэлэбиисэр биэриитигэр Лагари көтүүтүн хатылаан боруобалаан көрбүттэрэ. Ол гынан баран эспэримиэн кыаллыбата.",wikimedia,358,63,116,18,170,20,0.3240223463687151,0.2857142857142857,0.4748603351955307,0.31746031746031744,1.4655172413793103,1.1111111111111112
"However, the team of “destroyers” explains this by the lack of information in the source.As a result, they came to the fact that such a flight would be “extremely difficult” [3].",В культуре,"Ону ыытааччылар олох кыаллыбата диэбэтэхтэрэ эрээри, ""олус уустук буолсу уонна Лагари көтүүтүн туһунан информация даҕаны кэмчи"" диэн быһаарбыттара[3].",wikimedia,178,31,10,2,150,18,0.056179775280898875,0.06451612903225806,0.8426966292134831,0.5806451612903226,15.0,9.0
See also,"Турецкий художественный фильм 1996 года «Стамбул под моими крыльями» (на англ.) повествует о жизни Лагари Хасана Челеби и его брата и товарища Хезарфена, а также показывает жизнь османского общества в начале XVII века согласно записям Эвлии Челеби.",Өссө көр,wikimedia,8,2,248,44,8,2,31.0,22.0,1.0,1.0,0.03225806451612903,0.045454545454545456
Notes,"История о полёте Лагари была проверена с помощью эксперимента в телепередаче „Разрушители легенд“ 11 ноября 2009 года в выпуске „Crash and Burn“. Однако участники шоу не точно придерживались записей Эвлии Челеби, а в конечной конструкции ракеты не использовались материалы эпохи Лагари.",Бэлиэтээһиннэр,wikimedia,5,1,286,48,14,1,57.2,48.0,2.8,1.0,0.04895104895104895,0.020833333333333332
Sources,"Однако команда „Разрушителей“ объясняет это недостатком информации в источнике. В итоге пришли к тому, что выполнить такой полёт было бы „чрезвычайно сложно“[3].",Источниктар,wikimedia,7,1,161,32,11,1,23.0,32.0,1.5714285714285714,1.0,0.06832298136645963,0.03125
TCDD railways map,См. также,TCDD тимир суолларын каартата,wikimedia,17,3,9,3,29,4,0.5294117647058824,1.0,1.7058823529411764,1.3333333333333333,3.2222222222222223,1.3333333333333333
Turkish State Railway (Tour.,Примечания,Турциятааҕы тимир суол (тур.,wikimedia,28,4,10,1,28,4,0.35714285714285715,0.25,1.0,1.0,2.8,4.0
"Türkiye Cumhuriyeti Devlet Demuryolları) (TCDD) is a state property, a national railway operator in the Turkish Republic, with headquarters in Ankara.TCDD was founded on June 1, 1927.",Источники,"Türkiye Cumhuriyeti Devlet Demiryolları) (TCDD) — Турция судаарыстыбатын бас билиитигэр баар, Анкараҕа ыстаап-кыбартыыралаах, Турция өрөспүүбүлүкэтин национальнай тимир суолларын эпэрээтэрэ. TCDD 1927 сыллаахха бэс ыйын 1 күнүгэр төрүттэммитэ.",wikimedia,183,27,9,1,243,27,0.04918032786885246,0.037037037037037035,1.3278688524590163,1.0,27.0,27.0
"The Turkish government assumed the management of the at that time by railways within the borders of the Turkish Republic, which appeared after the collapse of the Ottoman Empire, as well as the construction of new railway lines in the country. [1]",Карта железных дорог TCDD,"Оччолорго Турция бырабыыталыстыбата Осман импиэрийэтиттэн хаалбыт бары тимир суоллары өрөспүүбүлүкэ балаансатыгар киллэрбитэ, бас билэр буолбута уонна эбии саҥа суоллары тутуунан дьарыктаммыта.[1]",wikimedia,247,42,25,4,196,21,0.10121457489878542,0.09523809523809523,0.7935222672064778,0.5,7.84,5.25
"TCDD owns and controls all state railways Turkey, serves most Turkey trains, including passenger, interregional and freights.",Турецкая государственная железная дорога (тур.,"TCDD Турция туох баары бары судаарыстыбаннай тимир суолларын бас билэр уонна салайар. Ону сэргэ Турция бары буойастарын көрөр-истэр, өрөмүөннүүр. Ол иһигэр өрөспүүбүлүкэ иһигэр сылдьааччылары, эрэгийиэннэр икки ардыларынааҕына уонна таһаҕас таһааччылары.",wikimedia,125,17,46,7,254,30,0.368,0.4117647058823529,2.032,1.7647058823529411,5.521739130434782,4.285714285714286
"In 2008, she owned 10,991 km of railway lines, which put her in 22nd place in the ranking of the largest railway systems of the world.","Türkiye Cumhuriyeti Devlet Demiryolları) (TCDD) — находящийся в государственной собственности, национальный железнодорожный оператор в Турецкой республике, со штаб-квартирой в Анкаре. TCDD основана 1 июня 1927 года.",2008 сыллаахха хампаанньа тимир суолларын тиһигин уопсай устата 10 991 килэмиэтир буолбута. Ол түмүгэр Турция аан дойдуга саамай уһун тимир суоллаах дойдулар испииһэктэригэр 22-с миэстэҕэ тахсыбыта.,wikimedia,134,26,215,33,198,26,1.6044776119402986,1.2692307692307692,1.4776119402985075,1.0,0.9209302325581395,0.7878787878787878
"In 2009, TCDD was transported 17,105,353 tons of cargo and 7,11,699 passengers, which allowed her to take 33rd place among the largest passenger railway companies in the world.","Турецкое правительство приняло на себя управление существовавшими в то время железнодорожными магистралями в границах Турецкой республики, появившейся после распада Османской империи, а также начало строительство новых железнодорожных линий в стране.[1]",2009 сыллаахха TCDD уопсайа 17 105 353 туонна таһаҕаһы уонна 7 118 699 киһини тиэйбитэ. Ол түмүгэр хампаанньа аан дойду тимир суолларын хампаанньаларын ортолоругар 33-с миэстэ буолбута.,wikimedia,176,28,253,36,185,27,1.4375,1.2857142857142858,1.0511363636363635,0.9642857142857143,0.7312252964426877,0.75
"As of 2009, 25,593 people worked in TCDD.","TCDD владеет и управляет всеми государственными железными дорогами Турции, обслуживает большинство поездов Турции, в том числе пассажирские, межрегиональные и грузовые.","2009 сыллааҕы туругунан, TCDD хампаанньаҕа 25 593 киһи үлэлиир.",wikimedia,41,8,168,24,63,9,4.097560975609756,3.0,1.5365853658536586,1.125,0.375,0.375
The Turkish State Railway owns shares of a number of other railway companies and companies engaged in service in railway transport.,"В 2008 году ей принадлежало 10 991 км железнодорожных линий, что ставило её на 22-е место в рейтинге крупнейших железнодорожных систем мира.",Турциятааҕы судаарыстыбаннай тимир суол хампаанньата кэккэ тимир суол хампаанньаларын уонна тимир суол көлөтүн көрөр-истэр хампаанньалар аахсыйадарын бас билэр.,wikimedia,131,21,140,24,160,18,1.0687022900763359,1.1428571428571428,1.2213740458015268,0.8571428571428571,1.1428571428571428,0.75
"She owns 50% of the shares of ̇zban, the railway operator of suburban electric trains in Izmir.","В 2009 году TCDD было перевезено 17 105 353 тонн грузов и 7 118 699 пассажиров, что позволило ей занять 33-е место среди крупнейших пассажирских железнодорожных компаний мира.","Ол кини İZBAN хампаанньа 50 бырыһыан аахсыйаларын, Измир куорат куорат таһыгар сылдьар электричкаларын эпэрээтэрин бас билэр.",wikimedia,95,17,175,30,125,16,1.8421052631578947,1.7647058823529411,1.3157894736842106,0.9411764705882353,0.7142857142857143,0.5333333333333333
"Since 1994, TCDD has been a member of the Internet.",По состоянию на 2009 год в TCDD работало 25 593 человек.,TCDD 1994 сыллаахтан InterRail чилиэнэ.,wikimedia,51,10,56,12,39,5,1.0980392156862746,1.2,0.7647058823529411,0.5,0.6964285714285714,0.4166666666666667
Notes,"Турецкая государственная железная дорога владеет акциями ряда других железнодорожных компаний и компаний, занимающихся обслуживанием на железнодорожном транспорте.",Бэлиэтээһиннэр,wikimedia,5,1,163,19,14,1,32.6,19.0,2.8,1.0,0.08588957055214724,0.05263157894736842
Links,"Ей принадлежит 50% акций İZBAN, железнодорожного оператора пригородных электричек в Измире.",Сыылкалар,wikimedia,5,1,91,14,9,1,18.2,14.0,1.8,1.0,0.0989010989010989,0.07142857142857142
The official website of TCDD,С 1994 года TCDD является членом InterRail.,Официальный сайт TCDD,wikimedia,28,5,43,8,21,3,1.5357142857142858,1.6,0.75,0.6,0.4883720930232558,0.375
Turkish railway,Примечания,Турциятааҕы тимир суол,wikimedia,15,2,10,1,22,3,0.6666666666666666,0.5,1.4666666666666666,1.5,2.2,3.0
Burebist - the king of Dacia in 82 BC.e.- 44 BC.e.,Ссылки,Бүрэбииста Burebista Буреби́ста — б.э. инн. 82 сылтан 44 сыллаахха диэри Дакия ыраахтааҕыта,wikimedia,50,11,6,1,91,13,0.12,0.09090909090909091,1.82,1.1818181818181819,15.166666666666666,13.0
The unification of the Geto-Dak tribes,Официальный сайт TCDD,Гет-даак биистэрэ холбоһуулара,wikimedia,38,6,21,3,30,3,0.5526315789473685,0.5,0.7894736842105263,0.5,1.4285714285714286,1.0
In the first half of the 1st century BC.e.Geto-Dacky reached a high level of development.,Турецкая железная дорога,б.э. инн. I үйэ бастакы аҥаарыгар гет-даактар сүрдээҕин сайдыбыттара.,wikimedia,89,15,24,3,69,9,0.2696629213483146,0.2,0.7752808988764045,0.6,2.875,3.0
A transition to a new type of economy based on trade took place.,Буреби́ста — царь Дакии в 82 г. до н. э. — 44 г. до н. э.,Атыыга-эргиэҥҥэ олоҕурбут саҥа хаһаайыстыба саҥа тиибигэр көспүттэрэ.,wikimedia,64,13,57,22,69,7,0.890625,1.6923076923076923,1.078125,0.5384615384615384,1.2105263157894737,0.3181818181818182
Strong ties with Greek ethnic groups contributed to the unification of tribes.,Объединение гето-дакских племен,Гириэк этностарын кытта ыкса ситимнэһиилэрэ биистэр сомоҕолоһоллоругар тиэрдибитэ.,wikimedia,78,12,31,3,82,8,0.3974358974358974,0.25,1.0512820512820513,0.6666666666666666,2.6451612903225805,2.6666666666666665
"Another main reason was the threat of conquest.Celts intensified from the west and northwest.In the east, Scythians, Bastarns, Sarmatians exerted pressure on the Geta.",В первой половине I века до н. э. гето-даки достигли высокого уровня развития.,"Сомоҕолоһуу иккис төрүөтэ арҕааттан уонна хотугулуу-арҕааттан күүһүрбүт кельтар, илинтэн скифтэр, бастарнар, сармааттар суоһааһыннара буолбута.",wikimedia,167,24,78,16,143,14,0.46706586826347307,0.6666666666666666,0.8562874251497006,0.5833333333333334,1.8333333333333333,0.875
"But the Romans became the most dangerous, who, after the conquest of Greece and Macedonia, came close to the Daco-Getsky territories.","Состоялся переход к новому типу хозяйства, основанного на торговле.","Ол эрээри саамай кутталлаах өстөөхтөрө римляннар этилэр, киниэр Грецияны уонна Македонияны сэриилээн даак-гет сирдэригэр ыган кэлбиттэрэ.",wikimedia,133,21,67,11,137,16,0.5037593984962406,0.5238095238095238,1.0300751879699248,0.7619047619047619,2.044776119402985,1.4545454545454546
"All these factors contributed to the unification of the Geto-Dak tribes, under the leadership of the Burebists.",Крепкие связи с греческими этносами способствовали объединению племен.,Бу барыта гет-даак биистэрэ Бүрэбиистэ салалтатынан сомоҕолоһоллоругар тиэрдибитэ.,wikimedia,111,17,70,9,82,8,0.6306306306306306,0.5294117647058824,0.7387387387387387,0.47058823529411764,1.1714285714285715,0.8888888888888888
His right hand in the government was the high priest of Dekenei.,"Другой основной причиной стала угроза завоевания. С запада и северо-запада усилились кельты. На востоке скифы, бастарны, сарматы оказывали давление на территории гетов.",Кини бастыҥ көмөлөһөөччүтэ первосвященник Декеней буолбута,wikimedia,64,12,168,27,58,6,2.625,2.25,0.90625,0.5,0.34523809523809523,0.2222222222222222
Strabo reports the fate of the Burebists:,"Но наиболее опасными становились римляне, которые после завоевания Греции и Македонии вплотную подошли к дако-гетским территориям.",Страбон Бүрэбиистэ туһунан маннык биллэрэр:,wikimedia,41,7,130,18,43,5,3.1707317073170733,2.5714285714285716,1.048780487804878,0.7142857142857143,0.33076923076923076,0.2777777777777778
The state is Bubblebists,"Все эти факторы способствовали объединению гето-дакских племен, под руководством Буребисты.",Бүрэбиистэ судаарыстыбата,wikimedia,24,4,91,12,25,2,3.7916666666666665,3.0,1.0416666666666667,0.5,0.27472527472527475,0.16666666666666666
